Respondent_ID,Age_Group,Height_Group,City_Type,Occupation,Monthly_Personal_Income,Body_Shape,Shopping_Frequency,Shopping_Channels,Clothing_Types_Bought,Fit_Issue_Frequency,Biggest_Fit_Issues,Fit_Frustration_Score,Skipped_Purchase_Due_To_Fit,Alteration_Frequency,Monthly_Alteration_Spend,Online_Return_Frequency,Return_Reasons,Preferred_Bottomwear,Preferred_Topwear,Preferred_Dress_Types,Preferred_Colors,Budget_Per_Item,Pay_20_Percent_More_For_Perfect_Fit,Switch_Brand_For_Better_Fit,Purchase_Likelihood
PF100058,45+,5’0” – 5’2”,Tier 3 / Smaller town,Working Professional,"₹50,000 – ₹1,00,000",Hourglass,Rarely,"Ajio, Myntra","Ethnic wear (Kurtas, sets), Tops / Shirts",Always,Waist not fitting properly,5,"Yes, sometimes",Sometimes,₹100–₹300,Sometimes,Poor fit,"Wide-leg pants, Formal trousers",Formal shirts,"Midi dresses, A-line","Pastel, Dark tones, Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Depends,"Yes, definitely",Definitely will buy
PF100059,36–45,5’2” – 5’3”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Pear (hips wider),Monthly,Myntra,"Jeans / Trousers, Tops / Shirts",Never,No issue,2,"Yes, sometimes",Sometimes,₹0,Sometimes,Size inconsistency,Straight jeans,"Fitted tops, Crop tops",Midi dresses,Pastel,"₹2,000 – ₹3,000",Unlikely,Maybe,Maybe
PF100060,18–22,4’10” – 5’0”,Tier 1 (Metro),Student,No income,Not sure,Once every 2–3 months,"Myntra, Zara / H&M, Amazon / Flipkart",Tops / Shirts,Often,Waist not fitting properly,3,Rarely,Never,₹0,Very often,Poor fit,"Straight jeans, Slim fit jeans","Fitted tops, Casual tops, Crop tops",Midi dresses,"Neutral (Black, White, Beige), Bright colors","₹1,000 – ₹2,000",Depends,No,Maybe
PF100061,23–27,Above 5’3”,Tier 3 / Smaller town,Self-employed,"₹20,000 – ₹50,000",Hourglass,Monthly,Local stores,"Dresses, Jeans / Trousers, Activewear",Often,"Pants too long, Sleeves too long",3,"Yes, sometimes",Never,₹0,Often,Poor fit,Formal trousers,Casual tops,Bodycon,"Pastel, Neutral (Black, White, Beige)","₹2,000 – ₹3,000",Unlikely,Maybe,Unlikely
PF100062,36–45,Above 5’3”,Tier 2,Homemaker,No income,Rectangle (straight),Once every 2–3 months,Myntra,Tops / Shirts,Rarely,Waist not fitting properly,2,Rarely,Never,₹0,Rarely,Poor fit,Straight jeans,Crop tops,"Midi dresses, A-line","Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Will not buy,No,Definitely not
PF100063,36–45,Below 4’10”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Pear (hips wider),Weekly,"Myntra, Zara / H&M, Ajio","Jeans / Trousers, Activewear",Often,"Sleeves too long, Poor overall proportion, Waist not fitting properly",4,"Yes, frequently",Always,₹700+,Rarely,Poor fit,Wide-leg pants,Fitted tops,A-line,"Neutral (Black, White, Beige), Pastel, Bright colors","₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Definitely will buy
PF100064,36–45,5’2” – 5’3”,Tier 3 / Smaller town,Working Professional,"₹20,000 – ₹50,000",Rectangle (straight),Monthly,Amazon / Flipkart,"Ethnic wear (Kurtas, sets), Tops / Shirts",Sometimes,Dresses too long,3,Rarely,Never,₹0,Rarely,"Fabric quality, Size inconsistency","Straight jeans, Formal trousers",Fitted tops,"Midi dresses, Mini dresses","Neutral (Black, White, Beige), Bright colors","₹2,000 – ₹3,000",Unlikely,Maybe,Maybe
PF100065,23–27,4’10” – 5’0”,Tier 2,Working Professional,"₹20,000 – ₹50,000",Hourglass,Monthly,"Local stores, Amazon / Flipkart","Tops / Shirts, Ethnic wear (Kurtas, sets), Dresses",Sometimes,Sleeves too long,2,Rarely,Often,₹0,Never,Other,Formal trousers,"Formal shirts, Fitted tops",A-line,"Neutral (Black, White, Beige), Pastel","₹2,000 – ₹3,000",Unlikely,No,Maybe
PF100066,18–22,5’2” – 5’3”,Tier 3 / Smaller town,Other,"Below ₹20,000",Pear (hips wider),Once every 2–3 months,Local stores,"Jeans / Trousers, Ethnic wear (Kurtas, sets), Dresses",Sometimes,"Dresses too long, Waist not fitting properly, Pants too long",5,"Yes, frequently",Often,₹0,Often,"Poor fit, Style mismatch",Formal trousers,Fitted tops,A-line,"Neutral (Black, White, Beige), Dark tones","₹1,000 – ₹2,000",Definitely buy,"Yes, definitely",Definitely will buy
PF100067,23–27,5’0” – 5’2”,Tier 2,Working Professional,"Above ₹1,00,000",Hourglass,Once every 2–3 months,Zara / H&M,"Jeans / Trousers, Dresses, Activewear",Sometimes,Sleeves too long,3,Rarely,Never,₹0,Never,Other,"Straight jeans, Formal trousers","Formal shirts, Casual tops",A-line,"Pastel, Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Depends,Maybe,Likely
PF100068,45+,5’0” – 5’2”,Tier 2,Self-employed,"Below ₹20,000",Pear (hips wider),Rarely,"Myntra, Instagram brands","Ethnic wear (Kurtas, sets), Tops / Shirts, Jeans / Trousers",Never,No issue,1,Rarely,Never,₹0,Never,Other,"Slim fit jeans, Cropped pants, Straight jeans","Casual tops, Fitted tops, Formal shirts",A-line,Dark tones,"₹1,000 – ₹2,000",Will not buy,No,Maybe
PF100069,23–27,4’10” – 5’0”,Tier 2,Working Professional,"Above ₹1,00,000",Pear (hips wider),Monthly,"Zara / H&M, Myntra, Ajio","Tops / Shirts, Jeans / Trousers, Dresses",Always,"Dresses too long, Pants too long",5,"Yes, frequently",Often,₹300–₹700,Sometimes,"Poor fit, Style mismatch",Formal trousers,"Formal shirts, Casual tops, Crop tops",Mini dresses,"Neutral (Black, White, Beige), Dark tones, Pastel","₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Definitely will buy
PF100070,Under 18,5’0” – 5’2”,Tier 1 (Metro),Student,"Below ₹20,000",Pear (hips wider),Monthly,"Myntra, Ajio","Jeans / Trousers, Ethnic wear (Kurtas, sets)",Often,"Pants too long, Dresses too long",5,"Yes, frequently",Always,₹100–₹300,Often,"Poor fit, Size inconsistency","Slim fit jeans, Straight jeans, Wide-leg pants","Casual tops, Crop tops, Fitted tops","Mini dresses, Bodycon","Bright colors, Pastel, Prints","₹1,000 – ₹2,000",Definitely buy,"Yes, definitely",Definitely will buy
PF100071,23–27,4’10” – 5’0”,Tier 3 / Smaller town,Working Professional,"₹50,000 – ₹1,00,000",Not sure,Monthly,Local stores,"Dresses, Tops / Shirts, Activewear",Often,"Waist not fitting properly, Sleeves too long",4,"Yes, sometimes",Often,₹700+,Rarely,Size inconsistency,"Cropped pants, Wide-leg pants, Formal trousers","Crop tops, Casual tops, Formal shirts","Midi dresses, A-line",Dark tones,"₹3,000 – ₹5,000",Depends,"Yes, definitely",Definitely will buy
PF100072,23–27,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"Above ₹1,00,000",Apple (midsection wider),Once every 2–3 months,"Myntra, Zara / H&M","Dresses, Tops / Shirts",Always,"Pants too long, Sleeves too long, Waist not fitting properly",5,"Yes, frequently",Never,₹0,Never,Other,"Formal trousers, Wide-leg pants, Straight jeans",Fitted tops,Mini dresses,"Neutral (Black, White, Beige), Pastel","₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Definitely will buy
PF100073,28–35,Above 5’3”,Tier 1 (Metro),Other,"₹20,000 – ₹50,000",Rectangle (straight),Monthly,Ajio,Jeans / Trousers,Rarely,"Dresses too long, Waist not fitting properly",3,"Yes, sometimes",Never,₹0,Very often,"Poor fit, Style mismatch","Straight jeans, Wide-leg pants, Formal trousers",Casual tops,"Midi dresses, Maxi dresses","Dark tones, Neutral (Black, White, Beige), Pastel","₹2,000 – ₹3,000",Unlikely,Maybe,Definitely not
PF100074,18–22,4’10” – 5’0”,Tier 2,Student,"₹20,000 – ₹50,000",Apple (midsection wider),Once every 2–3 months,"Local stores, Myntra","Ethnic wear (Kurtas, sets), Activewear",Always,"Pants too long, Sleeves too long, Waist not fitting properly",5,"Yes, frequently",Never,₹0,Sometimes,Poor fit,"Formal trousers, Straight jeans","Fitted tops, Oversized tops, Crop tops",Bodycon,"Pastel, Bright colors, Neutral (Black, White, Beige)","₹1,000 – ₹2,000",Likely buy,"Yes, definitely",Likely
PF100075,18–22,5’0” – 5’2”,Tier 1 (Metro),Student,"Below ₹20,000",Hourglass,Weekly,"Instagram brands, Myntra, Local stores","Ethnic wear (Kurtas, sets), Tops / Shirts",Often,Pants too long,4,"Yes, frequently",Sometimes,₹0,Sometimes,"Poor fit, Fabric quality","Straight jeans, Slim fit jeans, Formal trousers","Casual tops, Formal shirts, Crop tops",Bodycon,"Pastel, Dark tones, Bright colors","₹1,000 – ₹2,000",Likely buy,"Yes, definitely",Definitely will buy
PF100076,18–22,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Hourglass,Monthly,"Ajio, Instagram brands, Myntra","Dresses, Tops / Shirts",Never,No issue,1,Never,Never,₹0,Rarely,Poor fit,Formal trousers,"Crop tops, Oversized tops",A-line,"Bright colors, Dark tones, Pastel","₹3,000 – ₹5,000",Will not buy,No,Maybe
PF100077,28–35,4’10” – 5’0”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Rectangle (straight),Monthly,Ajio,"Jeans / Trousers, Ethnic wear (Kurtas, sets)",Sometimes,"Pants too long, Dresses too long",4,"Yes, sometimes",Sometimes,₹0,Rarely,Fabric quality,Wide-leg pants,"Formal shirts, Casual tops, Fitted tops","Midi dresses, A-line","Dark tones, Neutral (Black, White, Beige), Bright colors","₹3,000 – ₹5,000",Depends,"Yes, definitely",Definitely will buy
PF100078,36–45,5’0” – 5’2”,Tier 2,Self-employed,"₹20,000 – ₹50,000",Rectangle (straight),Rarely,"Myntra, Ajio","Ethnic wear (Kurtas, sets)",Often,"Pants too long, Waist not fitting properly, Poor overall proportion",5,"Yes, sometimes",Always,₹300–₹700,Very often,Size inconsistency,Straight jeans,"Formal shirts, Fitted tops",A-line,"Bright colors, Neutral (Black, White, Beige), Dark tones","₹2,000 – ₹3,000",Likely buy,"Yes, definitely",Definitely will buy
PF100079,36–45,5’0” – 5’2”,Tier 1 (Metro),Working Professional,"Above ₹1,00,000",Pear (hips wider),Monthly,Myntra,Jeans / Trousers,Often,"Pants too long, Sleeves too long, Waist not fitting properly",4,"Yes, sometimes",Never,₹0,Very often,Style mismatch,"Wide-leg pants, Formal trousers, Straight jeans","Crop tops, Formal shirts, Casual tops",Midi dresses,"Bright colors, Dark tones, Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Depends,"Yes, definitely",Likely
PF100080,18–22,5’0” – 5’2”,Tier 1 (Metro),Student,"₹20,000 – ₹50,000",Pear (hips wider),Once every 2–3 months,"Ajio, Myntra",Jeans / Trousers,Sometimes,Waist not fitting properly,4,"Yes, sometimes",Always,₹300–₹700,Rarely,Size inconsistency,"Formal trousers, Straight jeans, Wide-leg pants","Casual tops, Crop tops, Fitted tops","A-line, Mini dresses","Bright colors, Neutral (Black, White, Beige), Dark tones","₹2,000 – ₹3,000",Depends,Maybe,Definitely will buy
PF100081,18–22,Below 4’10”,Tier 1 (Metro),Student,"₹20,000 – ₹50,000",Apple (midsection wider),Monthly,"Zara / H&M, Local stores","Tops / Shirts, Jeans / Trousers",Rarely,"Dresses too long, Poor overall proportion, Sleeves too long",3,Rarely,Never,₹0,Often,"Size inconsistency, Poor fit","Slim fit jeans, Straight jeans, Formal trousers","Fitted tops, Casual tops",Midi dresses,Dark tones,"₹1,000 – ₹2,000",Depends,Maybe,Likely
PF100082,36–45,5’2” – 5’3”,Tier 1 (Metro),Student,"₹20,000 – ₹50,000",Pear (hips wider),Monthly,"Myntra, Zara / H&M, Amazon / Flipkart","Jeans / Trousers, Ethnic wear (Kurtas, sets), Tops / Shirts",Rarely,Pants too long,3,Rarely,Sometimes,₹0,Sometimes,"Style mismatch, Poor fit","Slim fit jeans, Straight jeans","Casual tops, Fitted tops, Oversized tops","A-line, Bodycon","Pastel, Bright colors","₹2,000 – ₹3,000",Will not buy,No,Maybe
PF100083,28–35,Above 5’3”,Tier 3 / Smaller town,Homemaker,No income,Apple (midsection wider),Once every 2–3 months,"Local stores, Myntra, Amazon / Flipkart","Ethnic wear (Kurtas, sets)",Rarely,"Waist not fitting properly, Dresses too long, Poor overall proportion",4,"Yes, frequently",Never,₹0,Rarely,"Style mismatch, Poor fit","Formal trousers, Slim fit jeans","Formal shirts, Oversized tops","Midi dresses, Maxi dresses","Neutral (Black, White, Beige), Pastel, Prints","Below ₹1,000",Depends,Maybe,Definitely not
PF100084,28–35,4’10” – 5’0”,Tier 1 (Metro),Working Professional,"₹20,000 – ₹50,000",Rectangle (straight),Monthly,"Myntra, Local stores, Ajio",Tops / Shirts,Often,Sleeves too long,4,"Yes, frequently",Often,₹0,Rarely,Size inconsistency,"Wide-leg pants, Formal trousers, Slim fit jeans",Oversized tops,Maxi dresses,Pastel,"₹2,000 – ₹3,000",Depends,"Yes, definitely",Definitely will buy
PF100085,23–27,Above 5’3”,Tier 1 (Metro),Self-employed,"₹20,000 – ₹50,000",Hourglass,Once every 2–3 months,"Ajio, Myntra, Zara / H&M","Tops / Shirts, Dresses",Never,No issue,2,"Yes, sometimes",Never,₹0,Rarely,"Other, Poor fit","Straight jeans, Wide-leg pants, Formal trousers","Oversized tops, Formal shirts, Casual tops",Bodycon,"Dark tones, Neutral (Black, White, Beige), Bright colors","₹3,000 – ₹5,000",Will not buy,No,Definitely not
PF100086,Under 18,5’0” – 5’2”,Tier 2,Student,No income,Hourglass,Monthly,"Instagram brands, Myntra","Dresses, Ethnic wear (Kurtas, sets), Jeans / Trousers",Always,"Dresses too long, Poor overall proportion",5,"Yes, sometimes",Sometimes,₹100–₹300,Rarely,"Poor fit, Size inconsistency","Straight jeans, Slim fit jeans, Wide-leg pants",Casual tops,"A-line, Maxi dresses","Neutral (Black, White, Beige), Pastel, Dark tones","₹1,000 – ₹2,000",Depends,"Yes, definitely",Likely
PF100087,28–35,5’2” – 5’3”,Tier 1 (Metro),Working Professional,"₹50,000 – ₹1,00,000",Hourglass,Once every 2–3 months,Zara / H&M,Dresses,Rarely,"Waist not fitting properly, Dresses too long",3,"Yes, frequently",Always,₹300–₹700,Rarely,"Poor fit, Fabric quality","Straight jeans, Formal trousers","Fitted tops, Formal shirts, Crop tops","Midi dresses, A-line","Pastel, Dark tones, Neutral (Black, White, Beige)","₹3,000 – ₹5,000",Definitely buy,"Yes, definitely",Definitely will buy
PF100088,18–22,Above 5’3”,Tier 1 (Metro),Student,"₹50,000 – ₹1,00,000",Rectangle (straight),Once every 2–3 months,Ajio,"Jeans / Trousers, Dresses, Tops / Shirts",Often,"Waist not fitting properly, Pants too long, Sleeves too long",4,"Yes, frequently",Never,₹0,Never,Other,Formal trousers,"Formal shirts, Casual tops",Bodycon,"Bright colors, Neutral (Black, White, Beige), Dark tones","₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Maybe
PF100089,23–27,Above 5’3”,Tier 2,Self-employed,"₹50,000 – ₹1,00,000",Rectangle (straight),Monthly,"Amazon / Flipkart, Local stores, Myntra","Tops / Shirts, Activewear",Often,Waist not fitting properly,5,"Yes, sometimes",Never,₹0,Very often,"Size inconsistency, Fabric quality","Straight jeans, Formal trousers",Crop tops,Maxi dresses,"Bright colors, Dark tones","₹3,000 – ₹5,000",Depends,"Yes, definitely",Maybe
PF100090,23–27,5’0” – 5’2”,Tier 2,Self-employed,"₹20,000 – ₹50,000",Pear (hips wider),Weekly,"Myntra, Local stores","Ethnic wear (Kurtas, sets), Tops / Shirts, Jeans / Trousers",Rarely,"Waist not fitting properly, Pants too long, Poor overall proportion",3,Never,Sometimes,₹300–₹700,Often,"Poor fit, Fabric quality",Formal trousers,"Fitted tops, Casual tops",A-line,"Neutral (Black, White, Beige), Pastel, Dark tones","₹2,000 – ₹3,000",Depends,Maybe,Likely
PF100091,18–22,Below 4’10”,Tier 1 (Metro),Student,No income,Rectangle (straight),Monthly,"Myntra, Zara / H&M",Jeans / Trousers,Never,No issue,2,"Yes, sometimes",Sometimes,₹100–₹300,Often,"Size inconsistency, Poor fit","Formal trousers, Straight jeans","Casual tops, Fitted tops, Formal shirts","Midi dresses, Mini dresses",Bright colors,"₹1,000 – ₹2,000",Unlikely,Maybe,Unlikely
PF100092,36–45,5’2” – 5’3”,Tier 1 (Metro),Self-employed,"Below ₹20,000",Hourglass,Once every 2–3 months,"Zara / H&M, Local stores, Ajio","Ethnic wear (Kurtas, sets)",Always,"Dresses too long, Pants too long, Sleeves too long",5,"Yes, frequently",Often,₹100–₹300,Sometimes,Size inconsistency,"Straight jeans, Formal trousers, Slim fit jeans","Fitted tops, Formal shirts","A-line, Midi dresses",Pastel,"₹2,000 – ₹3,000",Depends,"Yes, definitely",Definitely will buy
PF100093,28–35,5’2” – 5’3”,Tier 1 (Metro),Self-employed,"₹50,000 – ₹1,00,000",Pear (hips wider),Monthly,Instagram brands,"Ethnic wear (Kurtas, sets), Dresses, Tops / Shirts",Sometimes,Waist not fitting properly,3,"Yes, sometimes",Often,₹0,Rarely,"Other, Style mismatch","Straight jeans, Cropped pants, Wide-leg pants",Fitted tops,Midi dresses,"Dark tones, Pastel","₹3,000 – ₹5,000",Likely buy,"Yes, definitely",Definitely will buy
PF100094,Under 18,4’10” – 5’0”,Tier 1 (Metro),Student,No income,Rectangle (straight),Rarely,"Instagram brands, Myntra","Tops / Shirts, Jeans / Trousers",Rarely,Dresses too long,2,Rarely,Sometimes,₹100–₹300,Never,Other,"Straight jeans, Wide-leg pants, Formal trousers","Casual tops, Oversized tops",Bodycon,"Bright colors, Pastel","₹1,000 – ₹2,000",Will not buy,No,Unlikely
PF100095,18–22,5’0” – 5’2”,Tier 1 (Metro),Student,No income,Apple (midsection wider),Weekly,"Myntra, Local stores, Instagram brands","Jeans / Trousers, Dresses",Sometimes,"Pants too long, Waist not fitting properly",4,"Yes, sometimes",Never,₹0,Sometimes,"Poor fit, Style mismatch","Straight jeans, Formal trousers","Fitted tops, Oversized tops, Casual tops","Mini dresses, Midi dresses","Neutral (Black, White, Beige), Dark tones, Bright colors","₹1,000 – ₹2,000",Depends,"Yes, definitely",Likely
PF100096,23–27,4’10” – 5’0”,Tier 1 (Metro),Student,"Above ₹1,00,000",Rectangle (straight),Monthly,Zara / H&M,"Dresses, Ethnic wear (Kurtas, sets)",Sometimes,"Pants too long, Sleeves too long, Dresses too long",4,"Yes, sometimes",Sometimes,₹300–₹700,Sometimes,Size inconsistency,"Wide-leg pants, Formal trousers","Crop tops, Formal shirts",Bodycon,"Bright colors, Dark tones","₹3,000 – ₹5,000",Depends,"Yes, definitely",Definitely will buy
PF100097,36–45,Above 5’3”,Tier 2,Homemaker,No income,Pear (hips wider),Rarely,Instagram brands,"Ethnic wear (Kurtas, sets), Tops / Shirts",Often,Waist not fitting properly,4,"Yes, sometimes",Never,₹0,Never,Other,"Straight jeans, Formal trousers, Slim fit jeans",Casual tops,"A-line, Midi dresses","Dark tones, Neutral (Black, White, Beige), Pastel","Below ₹1,000",Depends,Maybe,Unlikely
PF100098,28–35,5’2” – 5’3”,Tier 3 / Smaller town,Student,"Below ₹20,000",Pear (hips wider),Rarely,"Instagram brands, Ajio","Jeans / Trousers, Ethnic wear (Kurtas, sets)",Often,Dresses too long,4,"Yes, sometimes",Sometimes,₹100–₹300,Sometimes,Poor fit,"Wide-leg pants, Straight jeans","Crop tops, Casual tops, Oversized tops","Midi dresses, A-line","Prints, Bright colors","Below ₹1,000",Depends,"Yes, definitely",Definitely will buy
PF100099,28–35,5’0” – 5’2”,Tier 2,Student,No income,Not sure,Rarely,Ajio,"Jeans / Trousers, Tops / Shirts, Dresses",Often,"Waist not fitting properly, Pants too long",4,"Yes, frequently",Always,₹700+,Often,"Poor fit, Style mismatch","Straight jeans, Slim fit jeans, Cropped pants","Fitted tops, Casual tops, Oversized tops","Midi dresses, Maxi dresses",Bright colors,"Below ₹1,000",Definitely buy,"Yes, definitely",Definitely will buy
